action_type,combined_shot_type,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Running Jump Shot,Jump Shot,6,1,0,2011-12,55,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Layup Shot,Layup,5,1,0,2011-12,54,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Jump Shot,Jump Shot,3,1,0,2011-12,35,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-02-03,LAL @ DEN,DEN
Turnaround Fadeaway shot,Jump Shot,6,2,0,2011-12,26,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-03,LAL @ DEN,DEN
Layup Shot,Layup,5,2,0,2011-12,25,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Jump Shot,Jump Shot,4,2,0,2011-12,59,20,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-02-03,LAL @ DEN,DEN
Jump Shot,Jump Shot,1,2,0,2011-12,36,17,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-02-03,LAL @ DEN,DEN
Layup Shot,Layup,1,2,0,2011-12,20,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Jump Bank Shot,Jump Shot,0,2,0,2011-12,15,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-03,LAL @ DEN,DEN
Running Jump Shot,Jump Shot,11,3,0,2011-12,9,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Jump Shot,Jump Shot,10,3,0,2011-12,7,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-03,LAL @ DEN,DEN
Jump Shot,Jump Shot,7,3,0,2011-12,38,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Jump Bank Shot,Jump Shot,5,3,0,2011-12,50,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-02-03,LAL @ DEN,DEN
Layup Shot,Layup,3,3,0,2011-12,36,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Jump Bank Shot,Jump Shot,2,3,0,2011-12,42,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-02-03,LAL @ DEN,DEN
Driving Reverse Layup Shot,Layup,1,3,0,2011-12,19,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Layup Shot,Layup,0,3,0,2011-12,29,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Jump Shot,Jump Shot,7,4,0,2011-12,58,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Jump Shot,Jump Shot,7,4,0,2011-12,23,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-03,LAL @ DEN,DEN
Jump Shot,Jump Shot,4,4,0,2011-12,1,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-03,LAL @ DEN,DEN
Driving Layup Shot,Layup,1,4,0,2011-12,59,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Running Jump Shot,Jump Shot,1,4,0,2011-12,45,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-03,LAL @ DEN,DEN
Jump Shot,Jump Shot,4,1,0,2011-12,56,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,2,1,0,2011-12,6,10,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-04,LAL @ UTA,UTA
Layup Shot,Layup,1,1,0,2011-12,53,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-04,LAL @ UTA,UTA
Driving Layup Shot,Layup,1,1,0,2011-12,0,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,4,2,0,2011-12,13,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,4,2,0,2011-12,1,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,2,2,0,2011-12,39,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,2,2,0,2011-12,5,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,2,3,0,2011-12,31,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,8,4,0,2011-12,23,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,5,4,0,2011-12,57,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,5,4,0,2011-12,23,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-04,LAL @ UTA,UTA
Running Jump Shot,Jump Shot,4,4,0,2011-12,9,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,3,4,0,2011-12,33,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,2,4,0,2011-12,12,21,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,1,4,0,2011-12,50,28,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-04,LAL @ UTA,UTA
Jump Shot,Jump Shot,11,1,0,2011-12,43,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-06,LAL @ PHI,PHI
Step Back Jump shot,Jump Shot,9,1,0,2011-12,41,18,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,8,1,0,2011-12,14,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-06,LAL @ PHI,PHI
Tip Shot,Tip Shot,5,1,0,2011-12,58,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,5,1,0,2011-12,54,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,5,1,0,2011-12,15,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-06,LAL @ PHI,PHI
Fadeaway Jump Shot,Jump Shot,4,1,0,2011-12,14,14,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-06,LAL @ PHI,PHI
Pullup Jump shot,Jump Shot,3,1,0,2011-12,0,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-02-06,LAL @ PHI,PHI
Pullup Jump shot,Jump Shot,1,1,0,2011-12,26,29,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-06,LAL @ PHI,PHI
Pullup Jump shot,Jump Shot,7,2,0,2011-12,31,23,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-06,LAL @ PHI,PHI
Pullup Jump shot,Jump Shot,6,2,0,2011-12,53,26,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,5,2,0,2011-12,8,23,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,0,2,0,2011-12,7,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,0,2,0,2011-12,3,23,,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2012-02-06,LAL @ PHI,PHI
Reverse Layup Shot,Layup,2,3,0,2011-12,56,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,0,3,0,2011-12,50,25,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,11,4,0,2011-12,38,29,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,11,4,0,2011-12,6,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,8,4,0,2011-12,10,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,2,4,0,2011-12,51,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,2,4,0,2011-12,16,11,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,1,4,0,2011-12,38,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,1,4,0,2011-12,27,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-06,LAL @ PHI,PHI
Fadeaway Jump Shot,Jump Shot,1,4,0,2011-12,6,9,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,0,4,0,2011-12,31,9,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,0,4,0,2011-12,5,27,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-06,LAL @ PHI,PHI
Jump Shot,Jump Shot,2,1,0,2011-12,54,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-02-09,LAL @ BOS,BOS
Turnaround Jump Shot,Jump Shot,0,1,0,2011-12,58,10,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-02-09,LAL @ BOS,BOS
Step Back Jump shot,Jump Shot,5,2,0,2011-12,36,18,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-02-09,LAL @ BOS,BOS
Step Back Jump shot,Jump Shot,4,2,0,2011-12,14,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-02-09,LAL @ BOS,BOS
Jump Shot,Jump Shot,1,2,0,2011-12,33,13,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-02-09,LAL @ BOS,BOS
Jump Shot,Jump Shot,0,2,0,2011-12,2,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-02-09,LAL @ BOS,BOS
Fadeaway Jump Shot,Jump Shot,10,3,0,2011-12,11,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2012-02-09,LAL @ BOS,BOS
Jump Shot,Jump Shot,8,3,0,2011-12,49,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-02-09,LAL @ BOS,BOS
Alley Oop Dunk Shot,Dunk,8,3,0,2011-12,4,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-09,LAL @ BOS,BOS
Jump Shot,Jump Shot,7,3,0,2011-12,24,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-09,LAL @ BOS,BOS
Turnaround Jump Shot,Jump Shot,6,3,0,2011-12,5,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-09,LAL @ BOS,BOS
Dunk Shot,Dunk,5,3,0,2011-12,52,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-09,LAL @ BOS,BOS
Jump Shot,Jump Shot,4,3,0,2011-12,9,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-09,LAL @ BOS,BOS
Jump Shot,Jump Shot,3,3,0,2011-12,41,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-09,LAL @ BOS,BOS
Turnaround Bank shot,Bank Shot,2,3,0,2011-12,10,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-09,LAL @ BOS,BOS
Fadeaway Jump Shot,Jump Shot,1,3,0,2011-12,34,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-09,LAL @ BOS,BOS
Fadeaway Jump Shot,Jump Shot,4,4,0,2011-12,9,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-02-09,LAL @ BOS,BOS
Fadeaway Jump Shot,Jump Shot,3,4,0,2011-12,18,10,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-09,LAL @ BOS,BOS
Fadeaway Jump Shot,Jump Shot,0,4,0,2011-12,10,10,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-09,LAL @ BOS,BOS
Fadeaway Jump Shot,Jump Shot,4,5,0,2011-12,40,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-09,LAL @ BOS,BOS
Fadeaway Jump Shot,Jump Shot,3,5,0,2011-12,35,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-02-09,LAL @ BOS,BOS
Jump Shot,Jump Shot,1,5,0,2011-12,30,9,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-09,LAL @ BOS,BOS
Jump Shot,Jump Shot,0,5,0,2011-12,49,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-09,LAL @ BOS,BOS
Jump Shot,Jump Shot,0,5,0,2011-12,7,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-02-09,LAL @ BOS,BOS
Jump Shot,Jump Shot,10,1,0,2011-12,53,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Fadeaway Jump Shot,Jump Shot,6,1,0,2011-12,50,8,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,4,1,0,2011-12,37,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-10,LAL @ NYK,NYK
Driving Reverse Layup Shot,Layup,2,1,0,2011-12,0,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-10,LAL @ NYK,NYK
Turnaround Jump Shot,Jump Shot,1,1,0,2011-12,24,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,2,2,0,2011-12,51,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,11,3,0,2011-12,42,17,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,9,3,0,2011-12,10,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Turnaround Jump Shot,Jump Shot,8,3,0,2011-12,8,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,7,3,0,2011-12,16,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,6,3,0,2011-12,44,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-10,LAL @ NYK,NYK
Turnaround Jump Shot,Jump Shot,5,3,0,2011-12,27,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-10,LAL @ NYK,NYK
Fadeaway Jump Shot,Jump Shot,5,3,0,2011-12,1,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,4,3,0,2011-12,21,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-10,LAL @ NYK,NYK
Fadeaway Jump Shot,Jump Shot,2,3,0,2011-12,25,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,0,3,0,2011-12,52,11,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-10,LAL @ NYK,NYK
Turnaround Jump Shot,Jump Shot,0,3,0,2011-12,33,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,11,4,0,2011-12,28,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Driving Layup Shot,Layup,11,4,0,2011-12,8,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-10,LAL @ NYK,NYK
Driving Layup Shot,Layup,10,4,0,2011-12,42,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,8,4,0,2011-12,52,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Fadeaway Jump Shot,Jump Shot,6,4,0,2011-12,36,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,5,4,0,2011-12,54,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,4,4,0,2011-12,0,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,3,4,0,2011-12,19,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-10,LAL @ NYK,NYK
Layup Shot,Layup,3,4,0,2011-12,5,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-10,LAL @ NYK,NYK
Fadeaway Jump Shot,Jump Shot,2,4,0,2011-12,17,12,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,1,4,0,2011-12,44,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-02-10,LAL @ NYK,NYK
Jump Shot,Jump Shot,0,4,0,2011-12,16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-10,LAL @ NYK,NYK
Pullup Jump shot,Jump Shot,11,1,0,2011-12,6,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-12,LAL @ TOR,TOR
Turnaround Fadeaway shot,Jump Shot,4,1,0,2011-12,21,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-02-12,LAL @ TOR,TOR
Jump Shot,Jump Shot,0,1,0,2011-12,0,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-12,LAL @ TOR,TOR
Driving Jump shot,Jump Shot,6,2,0,2011-12,18,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-12,LAL @ TOR,TOR
Fadeaway Jump Shot,Jump Shot,4,2,0,2011-12,41,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-12,LAL @ TOR,TOR
Turnaround Fadeaway shot,Jump Shot,4,2,0,2011-12,7,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-12,LAL @ TOR,TOR
Jump Shot,Jump Shot,0,2,0,2011-12,38,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-12,LAL @ TOR,TOR
Hook Shot,Hook Shot,11,3,0,2011-12,9,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-12,LAL @ TOR,TOR
Jump Shot,Jump Shot,8,3,0,2011-12,31,22,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2012-02-12,LAL @ TOR,TOR
Turnaround Jump Shot,Jump Shot,6,3,0,2011-12,31,10,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2012-02-12,LAL @ TOR,TOR
Running Hook Shot,Hook Shot,5,3,0,2011-12,6,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-12,LAL @ TOR,TOR
Jump Shot,Jump Shot,3,3,0,2011-12,25,24,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2012-02-12,LAL @ TOR,TOR
Fadeaway Jump Shot,Jump Shot,2,3,0,2011-12,29,15,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2012-02-12,LAL @ TOR,TOR
Jump Shot,Jump Shot,7,4,0,2011-12,10,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-12,LAL @ TOR,TOR
Jump Shot,Jump Shot,6,4,0,2011-12,0,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-12,LAL @ TOR,TOR
Jump Shot,Jump Shot,5,4,0,2011-12,14,12,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-12,LAL @ TOR,TOR
Running Jump Shot,Jump Shot,4,4,0,2011-12,34,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-12,LAL @ TOR,TOR
Driving Reverse Layup Shot,Layup,4,4,0,2011-12,4,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-12,LAL @ TOR,TOR
Jump Shot,Jump Shot,3,4,0,2011-12,32,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2012-02-12,LAL @ TOR,TOR
Jump Shot,Jump Shot,2,4,0,2011-12,56,9,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-12,LAL @ TOR,TOR
Turnaround Fadeaway shot,Jump Shot,2,4,0,2011-12,22,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-12,LAL @ TOR,TOR
Jump Shot,Jump Shot,0,4,0,2011-12,56,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-12,LAL @ TOR,TOR
Fadeaway Jump Shot,Jump Shot,0,4,0,2011-12,4,17,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-12,LAL @ TOR,TOR
Fadeaway Jump Shot,Jump Shot,11,1,0,2011-12,2,15,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,6,1,0,2011-12,40,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,6,1,0,2011-12,2,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-02-14,LAL vs. ATL,ATL
Fadeaway Jump Shot,Jump Shot,4,1,0,2011-12,28,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,3,1,0,2011-12,54,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,2,1,0,2011-12,46,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,3,2,0,2011-12,52,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,3,2,0,2011-12,32,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,2,2,0,2011-12,9,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,1,2,0,2011-12,15,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-14,LAL vs. ATL,ATL
Driving Layup Shot,Layup,7,3,0,2011-12,43,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,7,3,0,2011-12,19,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-14,LAL vs. ATL,ATL
Fadeaway Jump Shot,Jump Shot,5,3,0,2011-12,19,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,5,3,0,2011-12,6,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,4,3,0,2011-12,5,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-14,LAL vs. ATL,ATL
Driving Reverse Layup Shot,Layup,3,3,0,2011-12,29,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,2,3,0,2011-12,23,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-14,LAL vs. ATL,ATL
Layup Shot,Layup,0,4,0,2011-12,20,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-14,LAL vs. ATL,ATL
Jump Shot,Jump Shot,11,1,0,2011-12,4,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-02-17,LAL vs. PHX,PHX
Layup Shot,Layup,8,1,0,2011-12,37,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-02-17,LAL vs. PHX,PHX
